id,platform,year,genre,publisher,na_sales,eu_sales,other_sales,jp_sales
607,PSP,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.0,1.0199999996979
2695,PS2,2004,Platform,Activision,1.12,0.69,0.02,1.02999999975121
757,X360,2011,Shooter,Electronic Arts,4.46,2.13,0.69,1.05999999986859
4876,SNES,1991,Strategy,Banpresto,0.0,0.0,0.0,1.17999999943646
1431,PS3,2008,Sports,Tecmo Koei,0.0,0.0,0.0,1.0100000001483
3898,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.01,1.11999999965616
4299,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.01,1.10999999964009
5138,DS,2010,Strategy,Tecmo Koei,0.0,0.0,0.0,1.03999999984059
2099,PS2,2003,Role-Playing,Square Enix,0.0,0.0,0.0,1.17000000022269
3301,X360,2010,Role-Playing,Sega,0.12,0.13,0.03,1.05999999986859
2799,DS,2008,Simulation,Electronic Arts,0.81,0.6,0.17,1.0100000001483
494,PS3,2010,Misc,Sony Computer Entertainment,0.0,0.0,0.0,1.07999999985298
1509,PS3,2012,Action,Sega,0.0,0.0,0.0,1.02999999975121
5726,PS,1999,Role-Playing,SquareSoft,0.62,0.42,0.12,1.69000000010988
2574,Wii,2008,Misc,Sega,0.42,0.37,0.1,1.0100000001483
4999,PS3,2008,Fighting,THQ,0.51,0.31,0.13,1.0100000001483
5848,PS4,2015,Action,Bethesda Softworks,0.11,0.18,0.06,1.0199999996979
849,PS,1998,Fighting,SNK,0.0,0.0,0.01,1.1599999998628
3900,N64,1998,Action,Nintendo,4.1,1.89,0.16,2.45000000108624
962,Wii,2008,Platform,Namco Bandai Games,0.11,0.02,0.01,1.02999999975121
5835,PSP,2004,Puzzle,Namco Bandai Games,0.0,0.0,0.0,1.10999999964009
4988,PSP,2009,Adventure,CyberFront,0.0,0.0,0.0,1.0100000001483
1730,3DS,2015,Fighting,Namco Bandai Games,0.12,0.03,0.02,1.1599999998628
664,PSP,2010,Simulation,D3Publisher,0.0,0.0,0.0,1.05999999986859
1024,PS2,2007,Role-Playing,Sega,0.0,0.0,0.0,1.1300000003116
3608,DS,2009,Role-Playing,Atlus,0.14,0.0,0.01,1.1399999995367
2582,3DS,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.20000000024725
1845,NES,1990,Role-Playing,Enix Corporation,0.08,0.0,0.01,4.03000000016688
1823,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.0,1.0199999996979
4904,NES,1984,Shooter,Nintendo,0.68,0.16,0.02,1.40999999944999
5867,DS,2010,Action,Kadokawa Shoten,0.0,0.0,0.0,1.0199999996979
2954,X360,2012,Shooter,Microsoft Game Studios,6.63,2.36,0.73,1.03999999984059
2681,3DS,2013,Role-Playing,Nintendo,0.21,0.3,0.04,2.33000000098417
5999,3DS,2011,Action,Alchemist,0.0,0.0,0.0,1.05999999986859
6000,PS2,2000,Fighting,Tecmo Koei,0.0,0.0,0.0,1.10999999964009
5046,PS3,2011,Action,THQ,0.86,1.06,0.39,1.17999999943646
4759,PSP,2009,Adventure,Namco Bandai Games,0.0,0.0,0.0,1.07999999985298
2027,Wii,2011,Role-Playing,Nintendo,0.32,0.13,0.04,1.17999999943646
486,X360,2010,Action,Ubisoft,1.2,0.63,0.19,1.03999999984059
1078,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.01,1.56999999943446
226,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.11,1.0100000001483
4728,DC,2000,Adventure,Sega,0.0,0.0,0.0,1.10000000021524
4474,PS,1999,Strategy,Namco Bandai Games,0.0,0.0,0.04,1.51000000026148
3375,DS,2006,Misc,Atlus,0.0,0.0,0.0,1.0199999996979
3113,SAT,1997,Action,Capcom,0.0,0.0,0.0,1.17000000022269
2597,PS,1995,Action,Namco Bandai Games,0.0,0.0,0.03,1.4200000005493
198,PSV,2015,Action,Unknown,0.0,0.0,0.0,1.0100000001483
1934,PSP,2013,Adventure,Namco Bandai Games,0.0,0.0,0.0,1.0100000001483
554,PS2,2006,Misc,Yamasa Entertainment,0.0,0.0,0.0,1.0199999996979
1412,PS2,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.0,1.0199999996979
4089,PS2,2007,Role-Playing,Sega,0.0,0.0,0.0,1.0199999996979
2532,PS3,2006,Action,Sony Computer Entertainment,0.18,0.38,0.14,1.05999999986859
3182,PS2,2003,Role-Playing,Ghostlight,0.07,0.05,0.02,1.24999999960724
271,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.0,1.07999999985298
299,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.15,1.05999999986859
4510,PS3,2014,Simulation,Kadokawa Games,0.0,0.0,0.0,1.0199999996979
3812,PS,1997,Fighting,Namco Bandai Games,0.0,0.0,0.01,1.1300000003116
4241,SNES,1993,Sports,Nintendo,0.0,0.0,0.0,1.80000000017619
4521,GB,1996,Platform,Nintendo,1.39,0.48,0.08,1.4000000005303
4296,PS,1998,Fighting,SNK,0.0,0.0,0.0,1.0499999998221
4591,PS2,2006,Role-Playing,Namco Bandai Games,0.09,0.07,0.02,1.17999999943646
5959,GBA,2002,Strategy,Banpresto,0.0,0.0,0.01,1.24999999960724
2814,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.0,1.0199999996979
1461,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.0,1.0199999996979
1076,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.43,1.0199999996979
5696,Wii,2008,Sports,Namco Bandai Games,0.0,0.0,0.0,1.0100000001483
4346,PS2,2000,Fighting,Virgin Interactive,0.32,0.25,0.08,1.20000000024725
4566,DS,2010,Role-Playing,Nintendo,0.22,0.21,0.03,2.34999999963324
1576,PSV,2014,Racing,Tecmo Koei,0.0,0.0,0.0,1.03999999984059
2742,DS,2010,Role-Playing,Square Enix,0.12,0.0,0.01,1.02999999975121
462,PSP,2012,Action,Idea Factory,0.0,0.0,0.0,1.03999999984059
1031,X360,2011,Fighting,Capcom,0.79,0.18,0.07,1.02999999975121
365,PSP,2009,Adventure,Yeti,0.0,0.0,0.0,1.0100000001483
3919,SNES,1992,Platform,Capcom,0.66,0.17,0.03,1.34999999939204
3167,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.21,0.03,1.02999999975121
2402,PSP,2013,Adventure,Kadokawa Games,0.0,0.0,0.0,1.02999999975121
3147,PSP,2007,Strategy,Rising Star Games,0.05,0.0,0.01,1.0100000001483
1717,GB,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.17000000022269
5011,SNES,1994,Strategy,Namco Bandai Games,0.0,0.0,0.0,1.18999999985311
1090,X360,2013,Action,Deep Silver,0.08,0.02,0.01,1.0100000001483
2386,PSP,2010,Adventure,GN Software,0.0,0.0,0.0,1.0100000001483
4058,X360,2005,Racing,Microsoft Game Studios,0.49,0.03,0.05,1.02999999975121
3957,PS3,2010,Action,Electronic Arts,0.64,0.28,0.13,1.03999999984059
4254,PS2,2001,Adventure,Athena,0.0,0.0,0.0,1.06999999949302
4386,PS2,2008,Adventure,Banpresto,0.0,0.0,0.0,1.1300000003116
3913,PSP,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.32999999968923
371,DS,2005,Misc,Nintendo,0.0,0.0,0.0,1.05999999986859
476,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.0,1.1599999998628
2015,Wii,2008,Fighting,Capcom,0.0,0.0,0.0,1.10000000021524
483,PS,1998,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,2.06999999942604
5589,PSP,2013,Misc,Tecmo Koei,0.0,0.0,0.0,1.0199999996979
688,DS,2009,Strategy,Namco Bandai Games,0.0,0.0,0.0,1.21000000047353
4938,3DS,2011,Simulation,Ubisoft,0.11,0.09,0.02,1.02999999975121
5900,GB,1998,Role-Playing,Eidos Interactive,0.0,0.0,0.01,3.34000000003805
3965,PS2,2001,Racing,Sony Computer Entertainment,6.85,5.09,1.16,2.87000000065571
1954,Wii,2011,Role-Playing,Nintendo,0.13,0.1,0.03,1.07999999985298
1902,PSP,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,1.0100000001483
1487,PSV,2016,Action,Kadokawa Games,0.0,0.0,0.0,1.02999999975121
3288,PS3,2012,Strategy,Tecmo Koei,0.0,0.0,0.0,1.08999999973725
2453,Wii,2007,Strategy,Nintendo,0.28,0.03,0.03,1.17000000022269
1046,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.05,1.05999999986859
3625,PS2,2007,Fighting,Ignition Entertainment,0.0,0.0,0.0,1.0100000001483
4808,GC,2003,Misc,Nintendo,0.0,0.0,0.01,1.26999999940247
5182,PSV,2013,Action,Tecmo Koei,0.05,0.05,0.03,1.24999999960724
4847,PSP,2010,Misc,Asgard,0.0,0.0,0.0,1.0499999998221
6046,N64,2000,Fighting,Nintendo,0.0,0.0,0.05,1.34000000004982
1622,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.0,1.11999999965616
590,3DS,2011,Simulation,Electronic Arts,0.3,0.37,0.07,1.02999999975121
3339,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.06,0.02,1.02999999975121
4617,PSP,2009,Sports,Takara Tomy,0.09,0.0,0.01,1.03999999984059
536,PS3,2012,Fighting,Capcom,0.42,0.22,0.1,1.10000000021524
790,SNES,1998,Platform,Capcom,0.0,0.0,0.0,1.1399999995367
3426,Wii,2008,Misc,Hudson Soft,0.01,0.0,0.0,1.24999999960724
1473,XB,2003,Platform,Sega,0.41,0.43,0.05,1.0100000001483
513,PS3,2013,Role-Playing,Activision,0.71,0.83,0.35,1.14999999956857
2303,X360,2010,Role-Playing,JoWood Productions,0.03,0.04,0.01,1.0100000001483
556,DS,2006,Misc,Nintendo,0.0,0.0,0.0,1.0499999998221
404,PSV,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.17000000022269
3881,PS4,2016,Shooter,Ubisoft,1.28,1.61,0.57,1.14999999956857
2387,X360,2009,Role-Playing,Compile Heart,0.0,0.0,0.0,1.0100000001483
3355,PS2,2000,Action,Namco Bandai Games,0.24,0.19,0.06,1.75000000011301
4743,DC,2001,Fighting,Capcom,0.0,0.0,0.0,1.0499999998221
331,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.03,1.05999999986859
5821,PSP,2011,Adventure,Acquire,0.0,0.0,0.0,1.1399999995367
2854,GB,1991,Racing,Nintendo,0.58,0.37,0.04,1.14999999956857
2046,DS,2010,Fighting,Hudson Soft,0.0,0.0,0.0,1.0499999998221
2318,PS,2002,Fighting,Namco Bandai Games,0.0,0.0,0.0,1.0499999998221
5455,Wii,2006,Sports,Nintendo,41.49,29.02,8.46,4.77000000047581
5619,PSP,2007,Role-Playing,505 Games,0.07,0.0,0.01,1.05999999986859
3593,PS,1997,Sports,Tecmo Koei,0.0,0.0,0.02,1.24999999960724
2894,PS3,2006,Simulation,505 Games,0.09,0.0,0.01,1.08999999973725
2838,GEN,1991,Platform,Sega,3.03,0.91,0.13,1.26000000004613
2134,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.0,1.02999999975121
649,WiiU,2013,Sports,Nintendo,0.39,0.24,0.06,1.21000000047353
1128,PS2,2000,Racing,Crave Entertainment,0.66,0.52,0.17,1.14999999956857
2965,X360,2012,Fighting,Capcom,0.31,0.1,0.03,1.02999999975121
2938,PS3,2015,Role-Playing,Namco Bandai Games,0.05,0.09,0.03,1.4200000005493
1324,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.01,1.11999999965616
223,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.0,1.05999999986859
72,PSP,2009,Fighting,Square Enix,0.0,0.0,0.0,1.05999999986859
527,GC,2002,Action,Activision,0.86,0.27,0.04,1.0100000001483
4494,SAT,1995,Role-Playing,Atlus,0.0,0.0,0.0,1.37999999976662
1438,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.13,1.02999999975121
506,PSP,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.26999999940247
3583,DS,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.0,1.10000000021524
1860,PS2,2009,Adventure,Alchemist,0.0,0.0,0.0,1.0100000001483
4358,PS2,2005,Adventure,Kadokawa Shoten,0.0,0.0,0.0,1.03999999984059
3094,NES,1990,Sports,Nintendo,0.28,0.5,0.05,1.65000000014439
3640,SAT,1996,Shooter,Namco Bandai Games,0.0,0.0,0.0,1.28000000008765
1930,DS,2009,Role-Playing,Square Enix,0.0,0.0,0.0,1.17000000022269
641,SAT,1996,Adventure,Sega,0.0,0.0,0.0,1.10999999964009
2978,SNES,1991,Shooter,Nintendo,1.06,0.38,0.05,1.14999999956857
1883,XB,2002,Fighting,Capcom,0.09,0.03,0.0,1.0100000001483
3454,PS2,2005,Adventure,Sony Computer Entertainment,0.0,0.0,0.0,1.07999999985298
4866,X360,2011,Misc,Microsoft Game Studios,1.45,0.42,0.16,1.0100000001483
103,PS3,2010,Shooter,Electronic Arts,0.44,0.27,0.12,1.0100000001483
2855,PS3,2011,Misc,Namco Bandai Games,0.0,0.0,0.0,1.07999999985298
4317,DS,2010,Adventure,Arc System Works,0.0,0.0,0.0,1.0199999996979
1131,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,1.0199999996979
2480,PSP,2011,Misc,Aqua Plus,0.0,0.0,0.0,1.0100000001483
1640,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.0,1.10999999964009
4838,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.02,1.21000000047353
3635,PS4,2015,Adventure,PQube,0.0,0.0,0.0,1.0499999998221
5034,PSV,2016,Action,Marvelous Entertainment,0.0,0.0,0.0,1.0100000001483
1139,PS2,2008,Sports,Tecmo Koei,0.0,0.0,0.0,1.0100000001483
1416,SNES,1995,Role-Playing,SquareSoft,0.0,0.0,0.0,1.88999999986477
1132,PS,1998,Strategy,Tecmo Koei,0.0,0.0,0.0,1.03999999984059
1005,X360,2005,Action,Tecmo Koei,0.0,0.0,0.0,1.0100000001483
5108,DS,2004,Misc,Tecmo Koei,0.0,0.0,0.0,1.03999999984059
3106,PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.1399999995367
581,GB,2000,Platform,Nintendo,1.11,0.51,0.23,1.34000000004982
620,PS4,2015,Action,Tecmo Koei,0.07,0.04,0.02,1.02999999975121
380,PS3,2011,Adventure,Aqua Plus,0.0,0.0,0.0,1.0499999998221
4288,SAT,1995,Misc,Sega,0.0,0.0,0.0,1.0499999998221
5882,PSP,2010,Adventure,CyberFront,0.0,0.0,0.0,1.0100000001483
2926,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.0,1.1399999995367
2228,DS,2007,Misc,D3Publisher,0.0,0.0,0.0,1.0100000001483
3740,3DS,2013,Role-Playing,Nintendo,0.89,0.57,0.13,1.46000000040844
3653,PS2,2008,Adventure,Tecmo Koei,0.0,0.0,0.0,1.06999999949302
1002,PSP,2009,Action,Konami Digital Entertainment,0.0,0.0,0.0,1.03999999984059
5683,PSV,2011,Role-Playing,Square Enix,0.0,0.0,0.0,1.10000000021524
4370,DS,2010,Sports,Konami Digital Entertainment,0.0,0.02,0.0,1.05999999986859
988,DS,2005,Fighting,Nintendo,0.0,0.0,0.0,1.55000000010671
3861,3DS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.01,1.07999999985298
5014,PS4,2015,Shooter,Take-Two Interactive,0.36,0.32,0.14,1.02999999975121
3440,SNES,1994,Sports,Namco Bandai Games,0.0,0.0,0.0,1.38999999980179
5780,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.11,1.02999999975121
2712,DS,2008,Action,Spike,0.0,0.0,0.0,1.02999999975121
5116,DS,2009,Role-Playing,Hudson Soft,0.08,0.03,0.01,1.1399999995367
1903,DS,2006,Fighting,Sega,0.3,0.01,0.03,1.11999999965616
1327,PSP,2009,Role-Playing,GungHo,0.19,0.0,0.02,1.02999999975121
4160,3DS,2015,Action,Nintendo,0.0,0.0,0.0,1.22999999952728
761,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.0,1.02999999975121
5070,PS4,2014,Action,Ubisoft,1.4,1.86,0.77,1.10999999964009
751,PSV,2015,Action,Kadokawa Games,0.0,0.0,0.0,1.0100000001483
960,DS,2011,Racing,Disney Interactive Studios,0.72,0.44,0.12,1.03999999984059
6077,PS3,2015,Action,Arc System Works,0.0,0.0,0.0,1.0199999996979
1015,X360,2012,Shooter,Ubisoft,0.93,0.4,0.12,1.0199999996979
2161,PS,1998,Sports,Victor Interactive,0.0,0.0,0.01,1.14999999956857
1977,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.06,1.24000000047499
4755,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.24,1.02999999975121
4780,PS2,2007,Fighting,THQ,0.92,0.0,1.41,1.0100000001483
5082,DS,2007,Action,Konami Digital Entertainment,0.0,0.0,0.0,1.0199999996979
5261,DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.0,1.65000000014439
3843,PS2,2003,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.20000000024725
760,PS3,2015,Adventure,5pb,0.0,0.0,0.0,1.02999999975121
4915,N64,1997,Shooter,Nintendo,2.78,0.58,0.04,1.64000000026878
2205,DS,2006,Fighting,Nintendo,0.02,0.02,0.0,1.11999999965616
3103,GC,2004,Shooter,Nintendo,0.87,0.35,0.04,1.06999999949302
2186,PSP,2012,Adventure,Idea Factory,0.0,0.0,0.0,1.02999999975121
2805,PS2,2003,Action,Atari,1.78,1.12,0.19,1.08999999973725
1851,DS,2006,Role-Playing,Sega,0.18,0.0,0.02,1.32999999968923
5908,Wii,2008,Shooter,Sega,0.78,0.5,0.15,1.02999999975121
4696,PS3,2012,Shooter,Ubisoft,0.41,0.33,0.12,1.08999999973725
5084,Wii,2011,Misc,Nintendo,0.27,0.04,0.02,1.17000000022269
808,GBA,2004,Adventure,Banpresto,0.0,0.0,0.01,1.24999999960724
2756,X360,2010,Shooter,Microsoft Game Studios,7.03,1.98,0.78,1.07999999985298
3901,PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.01,1.0199999996979
810,PSP,2010,Shooter,Namco Bandai Games,0.0,0.0,0.0,1.11999999965616
3141,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.0,1.11999999965616
5061,SAT,1994,Shooter,Sega,0.0,0.0,0.0,1.05999999986859
3535,DS,2011,Misc,Nintendo,0.0,0.0,0.0,1.05999999986859
470,PSP,2010,Role-Playing,Nippon Ichi Software,0.05,0.0,0.01,1.02999999975121
2807,X360,2008,Action,Touchstone,0.46,0.21,0.07,1.0100000001483
3359,X360,2006,Strategy,Banpresto,0.0,0.0,0.0,1.0100000001483
4983,SNES,1994,Puzzle,Hudson Soft,0.0,0.0,0.0,1.8099999994973
3385,SAT,1994,Racing,Sega,0.0,0.0,0.0,1.17999999943646
3251,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.02,1.26999999940247
5808,PS4,2016,Fighting,Namco Bandai Games,0.1,0.08,0.04,1.06999999949302
1402,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.03,1.64000000026878
5377,PS2,2008,Adventure,Prototype,0.0,0.0,0.0,1.0100000001483
5052,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.08,1.0100000001483
1573,PS2,2005,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.56999999943446
2360,PS2,2004,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.5899999996309
2531,SAT,1996,Simulation,Konami Digital Entertainment,0.0,0.0,0.0,1.37999999976662
3972,SNES,1993,Sports,T&E Soft,0.0,0.0,0.0,1.11999999965616
1904,Wii,2011,Misc,Namco Bandai Games,0.0,0.0,0.0,1.38999999980179
2234,PSV,2015,Misc,Marvelous Entertainment,0.0,0.0,0.0,1.06999999949302
747,PSP,2012,Action,Quinrose,0.0,0.0,0.0,1.02999999975121
241,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.0,1.02999999975121
1901,PSV,2014,Role-Playing,Idea Factory,0.02,0.02,0.01,1.05999999986859
1186,DS,2007,Action,Sega,0.0,0.0,0.0,1.10999999964009
6007,PSV,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.0,1.18999999985311
4301,DS,2006,Misc,Nintendo,0.0,0.0,0.0,1.06999999949302
2493,GC,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.0,1.03999999984059
2082,PSV,2011,Sports,Sega,0.05,0.3,0.12,1.0100000001483
3317,PS3,2013,Action,Konami Digital Entertainment,0.45,0.4,0.18,1.44000000059341
